year,month,time,ts,m,temperature
1857,2,1857-2-15 00:00:00,1857.125,feb,-1.4
1857,3,1857-3-15 00:00:00,1857.2083333333333,mar,2.2
1857,4,1857-4-15 00:00:00,1857.2916666666667,apr,6.8
1857,5,1857-5-15 00:00:00,1857.375,may,12.1
1857,6,1857-6-15 00:00:00,1857.4583333333333,jun,15.9
1857,7,1857-7-15 00:00:00,1857.5416666666667,jul,18.2
1857,8,1857-8-15 00:00:00,1857.625,aug,18.4
1857,9,1857-9-15 00:00:00,1857.7083333333333,sep,14.2
1857,10,1857-10-15 00:00:00,1857.7916666666667,oct,10.3
1857,11,1857-11-15 00:00:00,1857.875,nov,2.4
1857,12,1857-12-15 00:00:00,1857.9583333333333,dec,1.5
1858,1,1858-1-15 00:00:00,1858.0416666666667,jan,-3.1
1858,2,1858-2-15 00:00:00,1858.125,feb,-4.6
1858,3,1858-3-15 00:00:00,1858.2083333333333,mar,1.2
1858,4,1858-4-15 00:00:00,1858.2916666666667,apr,7
1858,5,1858-5-15 00:00:00,1858.375,may,10.2
1858,6,1858-6-15 00:00:00,1858.4583333333333,jun,18.4
1858,7,1858-7-15 00:00:00,1858.5416666666667,jul,15.9
1858,8,1858-8-15 00:00:00,1858.625,aug,16.2
1858,9,1858-9-15 00:00:00,1858.7083333333333,sep,14.6
1858,10,1858-10-15 00:00:00,1858.7916666666667,oct,8.8
1858,11,1858-11-15 00:00:00,1858.875,nov,-0.8
1858,12,1858-12-15 00:00:00,1858.9583333333333,dec,0.4
1859,1,1859-1-15 00:00:00,1859.0416666666667,jan,0
1859,2,1859-2-15 00:00:00,1859.125,feb,2.2
1859,3,1859-3-15 00:00:00,1859.2083333333333,mar,5.6
1859,4,1859-4-15 00:00:00,1859.2916666666667,apr,6.9
1859,5,1859-5-15 00:00:00,1859.375,may,12
1859,6,1859-6-15 00:00:00,1859.4583333333333,jun,16.3
1859,7,1859-7-15 00:00:00,1859.5416666666667,jul,19.8
1859,8,1859-8-15 00:00:00,1859.625,aug,18.3
1859,9,1859-9-15 00:00:00,1859.7083333333333,sep,12.5
1859,10,1859-10-15 00:00:00,1859.7916666666667,oct,9.3
1859,11,1859-11-15 00:00:00,1859.875,nov,2.3
1859,12,1859-12-15 00:00:00,1859.9583333333333,dec,-2.8
1860,1,1860-1-15 00:00:00,1860.0416666666667,jan,1.3
1860,2,1860-2-15 00:00:00,1860.125,feb,-1.9
1860,3,1860-3-15 00:00:00,1860.2083333333333,mar,1.1
1860,4,1860-4-15 00:00:00,1860.2916666666667,apr,5.9
1860,5,1860-5-15 00:00:00,1860.375,may,12.4
1860,6,1860-6-15 00:00:00,1860.4583333333333,jun,15.2
1860,7,1860-7-15 00:00:00,1860.5416666666667,jul,14.7
1860,8,1860-8-15 00:00:00,1860.625,aug,15.1
1860,9,1860-9-15 00:00:00,1860.7083333333333,sep,12.3
1860,10,1860-10-15 00:00:00,1860.7916666666667,oct,7.5
1860,11,1860-11-15 00:00:00,1860.875,nov,1.3
1860,12,1860-12-15 00:00:00,1860.9583333333333,dec,-1.6
1861,1,1861-1-15 00:00:00,1861.0416666666667,jan,-5.4
1861,2,1861-2-15 00:00:00,1861.125,feb,2.4
1861,3,1861-3-15 00:00:00,1861.2083333333333,mar,4.2
1861,4,1861-4-15 00:00:00,1861.2916666666667,apr,5.5
1861,5,1861-5-15 00:00:00,1861.375,may,9.9
1861,6,1861-6-15 00:00:00,1861.4583333333333,jun,17
1861,7,1861-7-15 00:00:00,1861.5416666666667,jul,16.9
1861,8,1861-8-15 00:00:00,1861.625,aug,17.6
1861,9,1861-9-15 00:00:00,1861.7083333333333,sep,12.9
1861,10,1861-10-15 00:00:00,1861.7916666666667,oct,9.5
1861,11,1861-11-15 00:00:00,1861.875,nov,3.4
1861,12,1861-12-15 00:00:00,1861.9583333333333,dec,-0.5
1862,1,1862-1-15 00:00:00,1862.0416666666667,jan,-1.8
1862,2,1862-2-15 00:00:00,1862.125,feb,0
1862,3,1862-3-15 00:00:00,1862.2083333333333,mar,5.4
1862,4,1862-4-15 00:00:00,1862.2916666666667,apr,9.2
1862,5,1862-5-15 00:00:00,1862.375,may,14
1862,6,1862-6-15 00:00:00,1862.4583333333333,jun,14.6
1862,7,1862-7-15 00:00:00,1862.5416666666667,jul,16.2
1862,8,1862-8-15 00:00:00,1862.625,aug,15.8
1862,9,1862-9-15 00:00:00,1862.7083333333333,sep,13.6
1862,10,1862-10-15 00:00:00,1862.7916666666667,oct,9.9
1862,11,1862-11-15 00:00:00,1862.875,nov,2.7
1862,12,1862-12-15 00:00:00,1862.9583333333333,dec,0.4
1863,1,1863-1-15 00:00:00,1863.0416666666667,jan,2.3
1863,2,1863-2-15 00:00:00,1863.125,feb,1.9
1863,3,1863-3-15 00:00:00,1863.2083333333333,mar,4.2
1863,4,1863-4-15 00:00:00,1863.2916666666667,apr,7.7
1863,5,1863-5-15 00:00:00,1863.375,may,12.2
1863,6,1863-6-15 00:00:00,1863.4583333333333,jun,15.5
1863,7,1863-7-15 00:00:00,1863.5416666666667,jul,15.7
1863,8,1863-8-15 00:00:00,1863.625,aug,17.7
1863,9,1863-9-15 00:00:00,1863.7083333333333,sep,12.4
1863,10,1863-10-15 00:00:00,1863.7916666666667,oct,10.2
1863,11,1863-11-15 00:00:00,1863.875,nov,3.8
1863,12,1863-12-15 00:00:00,1863.9583333333333,dec,2.2
1864,1,1864-1-15 00:00:00,1864.0416666666667,jan,-5.5
1864,2,1864-2-15 00:00:00,1864.125,feb,-1.2
1864,3,1864-3-15 00:00:00,1864.2083333333333,mar,4
1864,4,1864-4-15 00:00:00,1864.2916666666667,apr,5.5
1864,5,1864-5-15 00:00:00,1864.375,may,9.9
1864,6,1864-6-15 00:00:00,1864.4583333333333,jun,14.8
1864,7,1864-7-15 00:00:00,1864.5416666666667,jul,15.3
1864,8,1864-8-15 00:00:00,1864.625,aug,14
1864,9,1864-9-15 00:00:00,1864.7083333333333,sep,12.3
1864,10,1864-10-15 00:00:00,1864.7916666666667,oct,7
1864,11,1864-11-15 00:00:00,1864.875,nov,2.1
1864,12,1864-12-15 00:00:00,1864.9583333333333,dec,-3.4
1865,1,1865-1-15 00:00:00,1865.0416666666667,jan,-0.3
1865,2,1865-2-15 00:00:00,1865.125,feb,-3.9
1865,3,1865-3-15 00:00:00,1865.2083333333333,mar,-0.9
1865,4,1865-4-15 00:00:00,1865.2916666666667,apr,9.8
1865,5,1865-5-15 00:00:00,1865.375,may,15.2
1865,6,1865-6-15 00:00:00,1865.4583333333333,jun,14.1
1865,7,1865-7-15 00:00:00,1865.5416666666667,jul,18.7
1865,8,1865-8-15 00:00:00,1865.625,aug,15.7
1865,9,1865-9-15 00:00:00,1865.7083333333333,sep,14.5
1865,10,1865-10-15 00:00:00,1865.7916666666667,oct,8.8
1865,11,1865-11-15 00:00:00,1865.875,nov,4.7
1865,12,1865-12-15 00:00:00,1865.9583333333333,dec,-0.1
1866,1,1866-1-15 00:00:00,1866.0416666666667,jan,2.5
1866,2,1866-2-15 00:00:00,1866.125,feb,3.2
1866,3,1866-3-15 00:00:00,1866.2083333333333,mar,2.6
1866,4,1866-4-15 00:00:00,1866.2916666666667,apr,8.8
1866,5,1866-5-15 00:00:00,1866.375,may,9.3
1866,6,1866-6-15 00:00:00,1866.4583333333333,jun,17.6
1866,7,1866-7-15 00:00:00,1866.5416666666667,jul,15.7
1866,8,1866-8-15 00:00:00,1866.625,aug,14.5
1866,9,1866-9-15 00:00:00,1866.7083333333333,sep,14
1866,10,1866-10-15 00:00:00,1866.7916666666667,oct,7.2
1866,11,1866-11-15 00:00:00,1866.875,nov,3.9
1866,12,1866-12-15 00:00:00,1866.9583333333333,dec,1.1
1867,1,1867-1-15 00:00:00,1867.0416666666667,jan,-1.1
1867,2,1867-2-15 00:00:00,1867.125,feb,4
1867,3,1867-3-15 00:00:00,1867.2083333333333,mar,1.4
1867,4,1867-4-15 00:00:00,1867.2916666666667,apr,7.5
1867,5,1867-5-15 00:00:00,1867.375,may,11.3
1867,6,1867-6-15 00:00:00,1867.4583333333333,jun,15.1
1867,7,1867-7-15 00:00:00,1867.5416666666667,jul,15.1
1867,8,1867-8-15 00:00:00,1867.625,aug,17
1867,9,1867-9-15 00:00:00,1867.7083333333333,sep,13.7
1867,10,1867-10-15 00:00:00,1867.7916666666667,oct,7.5
1867,11,1867-11-15 00:00:00,1867.875,nov,2
1867,12,1867-12-15 00:00:00,1867.9583333333333,dec,-1.7
1868,1,1868-1-15 00:00:00,1868.0416666666667,jan,-2
1868,2,1868-2-15 00:00:00,1868.125,feb,2.8
1868,3,1868-3-15 00:00:00,1868.2083333333333,mar,3.4
1868,4,1868-4-15 00:00:00,1868.2916666666667,apr,6.7
1868,5,1868-5-15 00:00:00,1868.375,may,15.8
1868,6,1868-6-15 00:00:00,1868.4583333333333,jun,17
1868,7,1868-7-15 00:00:00,1868.5416666666667,jul,18.2
1868,8,1868-8-15 00:00:00,1868.625,aug,17.9
1868,9,1868-9-15 00:00:00,1868.7083333333333,sep,14.8
1868,10,1868-10-15 00:00:00,1868.7916666666667,oct,8.6
1868,11,1868-11-15 00:00:00,1868.875,nov,1.9
1868,12,1868-12-15 00:00:00,1868.9583333333333,dec,4.2
1869,1,1869-1-15 00:00:00,1869.0416666666667,jan,-1.1
1869,2,1869-2-15 00:00:00,1869.125,feb,4.4
1869,3,1869-3-15 00:00:00,1869.2083333333333,mar,1
1869,4,1869-4-15 00:00:00,1869.2916666666667,apr,9.6
1869,5,1869-5-15 00:00:00,1869.375,may,12.6
1869,6,1869-6-15 00:00:00,1869.4583333333333,jun,12.9
1869,7,1869-7-15 00:00:00,1869.5416666666667,jul,18.1
1869,8,1869-8-15 00:00:00,1869.625,aug,15
1869,9,1869-9-15 00:00:00,1869.7083333333333,sep,13.9
1869,10,1869-10-15 00:00:00,1869.7916666666667,oct,6.6
1869,11,1869-11-15 00:00:00,1869.875,nov,3.4
1869,12,1869-12-15 00:00:00,1869.9583333333333,dec,-0.5
1870,1,1870-1-15 00:00:00,1870.0416666666667,jan,-0.3
1870,2,1870-2-15 00:00:00,1870.125,feb,-4.4
1870,3,1870-3-15 00:00:00,1870.2083333333333,mar,1
1870,4,1870-4-15 00:00:00,1870.2916666666667,apr,7.4
1870,5,1870-5-15 00:00:00,1870.375,may,12.5
1870,6,1870-6-15 00:00:00,1870.4583333333333,jun,15.1
1870,7,1870-7-15 00:00:00,1870.5416666666667,jul,17.9
1870,8,1870-8-15 00:00:00,1870.625,aug,15
1870,9,1870-9-15 00:00:00,1870.7083333333333,sep,11.5
1870,10,1870-10-15 00:00:00,1870.7916666666667,oct,7.9
1870,11,1870-11-15 00:00:00,1870.875,nov,4.1
1870,12,1870-12-15 00:00:00,1870.9583333333333,dec,-4.5
1871,1,1871-1-15 00:00:00,1871.0416666666667,jan,-5.1
1871,2,1871-2-15 00:00:00,1871.125,feb,-0.8
1871,3,1871-3-15 00:00:00,1871.2083333333333,mar,4.3
1871,4,1871-4-15 00:00:00,1871.2916666666667,apr,6.8
1871,5,1871-5-15 00:00:00,1871.375,may,9.4
1871,6,1871-6-15 00:00:00,1871.4583333333333,jun,12.7
1871,7,1871-7-15 00:00:00,1871.5416666666667,jul,16.8
1871,8,1871-8-15 00:00:00,1871.625,aug,17.1
1871,9,1871-9-15 00:00:00,1871.7083333333333,sep,13.4
1871,10,1871-10-15 00:00:00,1871.7916666666667,oct,5.9
1871,11,1871-11-15 00:00:00,1871.875,nov,0.7
1871,12,1871-12-15 00:00:00,1871.9583333333333,dec,-4.8
1872,1,1872-1-15 00:00:00,1872.0416666666667,jan,-0.1
1872,2,1872-2-15 00:00:00,1872.125,feb,1.2
1872,3,1872-3-15 00:00:00,1872.2083333333333,mar,4.8
1872,4,1872-4-15 00:00:00,1872.2916666666667,apr,8.5
1872,5,1872-5-15 00:00:00,1872.375,may,12.3
1872,6,1872-6-15 00:00:00,1872.4583333333333,jun,15.3
1872,7,1872-7-15 00:00:00,1872.5416666666667,jul,18.1
1872,8,1872-8-15 00:00:00,1872.625,aug,15.4
1872,9,1872-9-15 00:00:00,1872.7083333333333,sep,13.7
1872,10,1872-10-15 00:00:00,1872.7916666666667,oct,9.4
1872,11,1872-11-15 00:00:00,1872.875,nov,5.7
1872,12,1872-12-15 00:00:00,1872.9583333333333,dec,2.5
1873,1,1873-1-15 00:00:00,1873.0416666666667,jan,1.9
1873,2,1873-2-15 00:00:00,1873.125,feb,-0.6
1873,3,1873-3-15 00:00:00,1873.2083333333333,mar,4.6
1873,4,1873-4-15 00:00:00,1873.2916666666667,apr,6.4
1873,5,1873-5-15 00:00:00,1873.375,may,9.7
1873,6,1873-6-15 00:00:00,1873.4583333333333,jun,15.7
1873,7,1873-7-15 00:00:00,1873.5416666666667,jul,18.3
1873,8,1873-8-15 00:00:00,1873.625,aug,17.7
1873,9,1873-9-15 00:00:00,1873.7083333333333,sep,12
1873,10,1873-10-15 00:00:00,1873.7916666666667,oct,9.4
1873,11,1873-11-15 00:00:00,1873.875,nov,4.2
1873,12,1873-12-15 00:00:00,1873.9583333333333,dec,1
1874,1,1874-1-15 00:00:00,1874.0416666666667,jan,0.9
1874,2,1874-2-15 00:00:00,1874.125,feb,0.1
1874,3,1874-3-15 00:00:00,1874.2083333333333,mar,3.2
1874,4,1874-4-15 00:00:00,1874.2916666666667,apr,9.1
1874,5,1874-5-15 00:00:00,1874.375,may,8.9
1874,6,1874-6-15 00:00:00,1874.4583333333333,jun,15.5
1874,7,1874-7-15 00:00:00,1874.5416666666667,jul,19.1
1874,8,1874-8-15 00:00:00,1874.625,aug,15
1874,9,1874-9-15 00:00:00,1874.7083333333333,sep,14.7
1874,10,1874-10-15 00:00:00,1874.7916666666667,oct,9.2
1874,11,1874-11-15 00:00:00,1874.875,nov,1.5
1874,12,1874-12-15 00:00:00,1874.9583333333333,dec,-1.6
1875,1,1875-1-15 00:00:00,1875.0416666666667,jan,1.1
1875,2,1875-2-15 00:00:00,1875.125,feb,-3.9
1875,3,1875-3-15 00:00:00,1875.2083333333333,mar,0.4
1875,4,1875-4-15 00:00:00,1875.2916666666667,apr,6.8
1875,5,1875-5-15 00:00:00,1875.375,may,12.9
1875,6,1875-6-15 00:00:00,1875.4583333333333,jun,16.9
1875,7,1875-7-15 00:00:00,1875.5416666666667,jul,16.6
1875,8,1875-8-15 00:00:00,1875.625,aug,17.9
1875,9,1875-9-15 00:00:00,1875.7083333333333,sep,13.4
1875,10,1875-10-15 00:00:00,1875.7916666666667,oct,6.4
1875,11,1875-11-15 00:00:00,1875.875,nov,2.4
1875,12,1875-12-15 00:00:00,1875.9583333333333,dec,-2
1876,1,1876-1-15 00:00:00,1876.0416666666667,jan,-3.5
1876,2,1876-2-15 00:00:00,1876.125,feb,0.7
1876,3,1876-3-15 00:00:00,1876.2083333333333,mar,3.8
1876,4,1876-4-15 00:00:00,1876.2916666666667,apr,8.3
1876,5,1876-5-15 00:00:00,1876.375,may,8.6
1876,6,1876-6-15 00:00:00,1876.4583333333333,jun,15.8
1876,7,1876-7-15 00:00:00,1876.5416666666667,jul,17.4
1876,8,1876-8-15 00:00:00,1876.625,aug,17.1
1876,9,1876-9-15 00:00:00,1876.7083333333333,sep,11.9
1876,10,1876-10-15 00:00:00,1876.7916666666667,oct,10.1
1876,11,1876-11-15 00:00:00,1876.875,nov,1.2
1876,12,1876-12-15 00:00:00,1876.9583333333333,dec,1.9
1877,1,1877-1-15 00:00:00,1877.0416666666667,jan,2.1
1877,2,1877-2-15 00:00:00,1877.125,feb,2.7
1877,3,1877-3-15 00:00:00,1877.2083333333333,mar,2
1877,4,1877-4-15 00:00:00,1877.2916666666667,apr,6
1877,5,1877-5-15 00:00:00,1877.375,may,9.4
1877,6,1877-6-15 00:00:00,1877.4583333333333,jun,17.7
1877,7,1877-7-15 00:00:00,1877.5416666666667,jul,16.5
1877,8,1877-8-15 00:00:00,1877.625,aug,17.2
1877,9,1877-9-15 00:00:00,1877.7083333333333,sep,10.5
1877,10,1877-10-15 00:00:00,1877.7916666666667,oct,6.9
1877,11,1877-11-15 00:00:00,1877.875,nov,5.4
1877,12,1877-12-15 00:00:00,1877.9583333333333,dec,0.4
1878,1,1878-1-15 00:00:00,1878.0416666666667,jan,-0.5
1878,2,1878-2-15 00:00:00,1878.125,feb,2.2
1878,3,1878-3-15 00:00:00,1878.2083333333333,mar,2.9
1878,4,1878-4-15 00:00:00,1878.2916666666667,apr,8.4
1878,5,1878-5-15 00:00:00,1878.375,may,12.3
1878,6,1878-6-15 00:00:00,1878.4583333333333,jun,15.4
1878,7,1878-7-15 00:00:00,1878.5416666666667,jul,15.7
1878,8,1878-8-15 00:00:00,1878.625,aug,16.4
1878,9,1878-9-15 00:00:00,1878.7083333333333,sep,13.7
1878,10,1878-10-15 00:00:00,1878.7916666666667,oct,9.3
1878,11,1878-11-15 00:00:00,1878.875,nov,2.9
1878,12,1878-12-15 00:00:00,1878.9583333333333,dec,-1.7
1879,1,1879-1-15 00:00:00,1879.0416666666667,jan,-2.7
1879,2,1879-2-15 00:00:00,1879.125,feb,0.3
1879,3,1879-3-15 00:00:00,1879.2083333333333,mar,1.9
1879,4,1879-4-15 00:00:00,1879.2916666666667,apr,5.6
1879,5,1879-5-15 00:00:00,1879.375,may,9.5
1879,6,1879-6-15 00:00:00,1879.4583333333333,jun,15.7
1879,7,1879-7-15 00:00:00,1879.5416666666667,jul,14.4
1879,8,1879-8-15 00:00:00,1879.625,aug,16.9
1879,9,1879-9-15 00:00:00,1879.7083333333333,sep,13.5
1879,10,1879-10-15 00:00:00,1879.7916666666667,oct,7.7
1879,11,1879-11-15 00:00:00,1879.875,nov,0.7
1879,12,1879-12-15 00:00:00,1879.9583333333333,dec,-7.2
1880,1,1880-1-15 00:00:00,1880.0416666666667,jan,-2.8
1880,2,1880-2-15 00:00:00,1880.125,feb,0.2
1880,3,1880-3-15 00:00:00,1880.2083333333333,mar,3.9
1880,4,1880-4-15 00:00:00,1880.2916666666667,apr,8.3
1880,5,1880-5-15 00:00:00,1880.375,may,10.7
1880,6,1880-6-15 00:00:00,1880.4583333333333,jun,14.7
1880,7,1880-7-15 00:00:00,1880.5416666666667,jul,17.4
1880,8,1880-8-15 00:00:00,1880.625,aug,16.2
1880,9,1880-9-15 00:00:00,1880.7083333333333,sep,13.7
1880,10,1880-10-15 00:00:00,1880.7916666666667,oct,7.5
1880,11,1880-11-15 00:00:00,1880.875,nov,3.9
1880,12,1880-12-15 00:00:00,1880.9583333333333,dec,3.9
1881,1,1881-1-15 00:00:00,1881.0416666666667,jan,-5.4
1881,2,1881-2-15 00:00:00,1881.125,feb,-0.1
1881,3,1881-3-15 00:00:00,1881.2083333333333,mar,2.6
1881,4,1881-4-15 00:00:00,1881.2916666666667,apr,5.5
1881,5,1881-5-15 00:00:00,1881.375,may,11.8
1881,6,1881-6-15 00:00:00,1881.4583333333333,jun,15.1
1881,7,1881-7-15 00:00:00,1881.5416666666667,jul,18.6
1881,8,1881-8-15 00:00:00,1881.625,aug,15.9
1881,9,1881-9-15 00:00:00,1881.7083333333333,sep,12.1
1881,10,1881-10-15 00:00:00,1881.7916666666667,oct,5
1881,11,1881-11-15 00:00:00,1881.875,nov,5.7
1881,12,1881-12-15 00:00:00,1881.9583333333333,dec,0.9
1882,1,1882-1-15 00:00:00,1882.0416666666667,jan,0.4
1882,2,1882-2-15 00:00:00,1882.125,feb,1.5
1882,3,1882-3-15 00:00:00,1882.2083333333333,mar,6
1882,4,1882-4-15 00:00:00,1882.2916666666667,apr,7.7
1882,5,1882-5-15 00:00:00,1882.375,may,12
1882,6,1882-6-15 00:00:00,1882.4583333333333,jun,14.3
1882,7,1882-7-15 00:00:00,1882.5416666666667,jul,16.8
1882,8,1882-8-15 00:00:00,1882.625,aug,14.9
1882,9,1882-9-15 00:00:00,1882.7083333333333,sep,13.1
1882,10,1882-10-15 00:00:00,1882.7916666666667,oct,8.9
1882,11,1882-11-15 00:00:00,1882.875,nov,3.9
1882,12,1882-12-15 00:00:00,1882.9583333333333,dec,0.6
1883,1,1883-1-15 00:00:00,1883.0416666666667,jan,-0.3
1883,2,1883-2-15 00:00:00,1883.125,feb,2.3
1883,3,1883-3-15 00:00:00,1883.2083333333333,mar,-1.66
1883,4,1883-4-15 00:00:00,1883.2916666666667,apr,6.1
1883,5,1883-5-15 00:00:00,1883.375,may,12.4
1883,6,1883-6-15 00:00:00,1883.4583333333333,jun,16.2
1883,7,1883-7-15 00:00:00,1883.5416666666667,jul,16.7
1883,8,1883-8-15 00:00:00,1883.625,aug,15.9
1883,9,1883-9-15 00:00:00,1883.7083333333333,sep,13.4
1883,10,1883-10-15 00:00:00,1883.7916666666667,oct,8.5
1883,11,1883-11-15 00:00:00,1883.875,nov,4.3
1883,12,1883-12-15 00:00:00,1883.9583333333333,dec,0.8
1884,1,1884-1-15 00:00:00,1884.0416666666667,jan,2.9
1884,2,1884-2-15 00:00:00,1884.125,feb,2.7
1884,3,1884-3-15 00:00:00,1884.2083333333333,mar,4.7
1884,4,1884-4-15 00:00:00,1884.2916666666667,apr,6.1
1884,5,1884-5-15 00:00:00,1884.375,may,12.7
1884,6,1884-6-15 00:00:00,1884.4583333333333,jun,13.1
1884,7,1884-7-15 00:00:00,1884.5416666666667,jul,18.2
1884,8,1884-8-15 00:00:00,1884.625,aug,17
1884,9,1884-9-15 00:00:00,1884.7083333333333,sep,14.2
1884,10,1884-10-15 00:00:00,1884.7916666666667,oct,7.9
1884,11,1884-11-15 00:00:00,1884.875,nov,1.7
1884,12,1884-12-15 00:00:00,1884.9583333333333,dec,1.7
1885,1,1885-1-15 00:00:00,1885.0416666666667,jan,-2.8
1885,2,1885-2-15 00:00:00,1885.125,feb,3
1885,3,1885-3-15 00:00:00,1885.2083333333333,mar,2.5
1885,4,1885-4-15 00:00:00,1885.2916666666667,apr,9.2
1885,5,1885-5-15 00:00:00,1885.375,may,10
1885,6,1885-6-15 00:00:00,1885.4583333333333,jun,16.7
1885,7,1885-7-15 00:00:00,1885.5416666666667,jul,17.3
1885,8,1885-8-15 00:00:00,1885.625,aug,14.6
1885,9,1885-9-15 00:00:00,1885.7083333333333,sep,12.7
1885,10,1885-10-15 00:00:00,1885.7916666666667,oct,7.4
1885,11,1885-11-15 00:00:00,1885.875,nov,2.7
1885,12,1885-12-15 00:00:00,1885.9583333333333,dec,-0.3
1886,1,1886-1-15 00:00:00,1886.0416666666667,jan,-1.3
1886,2,1886-2-15 00:00:00,1886.125,feb,-2.9
1886,3,1886-3-15 00:00:00,1886.2083333333333,mar,0.4
1886,4,1886-4-15 00:00:00,1886.2916666666667,apr,8.7
1886,5,1886-5-15 00:00:00,1886.375,may,12.7
1886,6,1886-6-15 00:00:00,1886.4583333333333,jun,14.3
1886,7,1886-7-15 00:00:00,1886.5416666666667,jul,16.8
1886,8,1886-8-15 00:00:00,1886.625,aug,16.9
1886,9,1886-9-15 00:00:00,1886.7083333333333,sep,15.1
1886,10,1886-10-15 00:00:00,1886.7916666666667,oct,9.5
1886,11,1886-11-15 00:00:00,1886.875,nov,5.1
1886,12,1886-12-15 00:00:00,1886.9583333333333,dec,0.8
1887,1,1887-1-15 00:00:00,1887.0416666666667,jan,-3.7
1887,2,1887-2-15 00:00:00,1887.125,feb,-0.8
1887,3,1887-3-15 00:00:00,1887.2083333333333,mar,1.1
1887,4,1887-4-15 00:00:00,1887.2916666666667,apr,7.1
1887,5,1887-5-15 00:00:00,1887.375,may,10
1887,6,1887-6-15 00:00:00,1887.4583333333333,jun,15.5
1887,7,1887-7-15 00:00:00,1887.5416666666667,jul,18.7
1887,8,1887-8-15 00:00:00,1887.625,aug,15.7
1887,9,1887-9-15 00:00:00,1887.7083333333333,sep,12.2
1887,10,1887-10-15 00:00:00,1887.7916666666667,oct,5.5
1887,11,1887-11-15 00:00:00,1887.875,nov,3.1
1887,12,1887-12-15 00:00:00,1887.9583333333333,dec,-0.8
1888,1,1888-1-15 00:00:00,1888.0416666666667,jan,-1.9
1888,2,1888-2-15 00:00:00,1888.125,feb,-2.6
1888,3,1888-3-15 00:00:00,1888.2083333333333,mar,0.7
1888,4,1888-4-15 00:00:00,1888.2916666666667,apr,5.7
1888,5,1888-5-15 00:00:00,1888.375,may,12.1
1888,6,1888-6-15 00:00:00,1888.4583333333333,jun,15.8
1888,7,1888-7-15 00:00:00,1888.5416666666667,jul,14.7
1888,8,1888-8-15 00:00:00,1888.625,aug,15
1888,9,1888-9-15 00:00:00,1888.7083333333333,sep,12.5
1888,10,1888-10-15 00:00:00,1888.7916666666667,oct,6.4
1888,11,1888-11-15 00:00:00,1888.875,nov,3.3
1888,12,1888-12-15 00:00:00,1888.9583333333333,dec,0.6
1889,1,1889-1-15 00:00:00,1889.0416666666667,jan,-2.4
1889,2,1889-2-15 00:00:00,1889.125,feb,-2.6
1889,3,1889-3-15 00:00:00,1889.2083333333333,mar,0.3
1889,4,1889-4-15 00:00:00,1889.2916666666667,apr,6.9
1889,5,1889-5-15 00:00:00,1889.375,may,15.78
1889,6,1889-6-15 00:00:00,1889.4583333333333,jun,18.6
1889,7,1889-7-15 00:00:00,1889.5416666666667,jul,16.3
1889,8,1889-8-15 00:00:00,1889.625,aug,15.3
1889,9,1889-9-15 00:00:00,1889.7083333333333,sep,11.1
1889,10,1889-10-15 00:00:00,1889.7916666666667,oct,8
1889,11,1889-11-15 00:00:00,1889.875,nov,2.7
1889,12,1889-12-15 00:00:00,1889.9583333333333,dec,-1.6
1890,1,1890-1-15 00:00:00,1890.0416666666667,jan,2
1890,2,1890-2-15 00:00:00,1890.125,feb,-2.6
1890,3,1890-3-15 00:00:00,1890.2083333333333,mar,4.1
1890,4,1890-4-15 00:00:00,1890.2916666666667,apr,6.8
1890,5,1890-5-15 00:00:00,1890.375,may,13.6
1890,6,1890-6-15 00:00:00,1890.4583333333333,jun,13.9
1890,7,1890-7-15 00:00:00,1890.5416666666667,jul,15.4
1890,8,1890-8-15 00:00:00,1890.625,aug,16.5
1890,9,1890-9-15 00:00:00,1890.7083333333333,sep,13.1
1890,10,1890-10-15 00:00:00,1890.7916666666667,oct,7.2
1890,11,1890-11-15 00:00:00,1890.875,nov,2.9
1890,12,1890-12-15 00:00:00,1890.9583333333333,dec,-5.3
1891,1,1891-1-15 00:00:00,1891.0416666666667,jan,-4.5
1891,2,1891-2-15 00:00:00,1891.125,feb,-0.6
1891,3,1891-3-15 00:00:00,1891.2083333333333,mar,2.6
1891,4,1891-4-15 00:00:00,1891.2916666666667,apr,5.1
1891,5,1891-5-15 00:00:00,1891.375,may,12.6
1891,6,1891-6-15 00:00:00,1891.4583333333333,jun,14.7
1891,7,1891-7-15 00:00:00,1891.5416666666667,jul,16.2
1891,8,1891-8-15 00:00:00,1891.625,aug,15
1891,9,1891-9-15 00:00:00,1891.7083333333333,sep,13.8
1891,10,1891-10-15 00:00:00,1891.7916666666667,oct,9.9
1891,11,1891-11-15 00:00:00,1891.875,nov,2.7
1891,12,1891-12-15 00:00:00,1891.9583333333333,dec,1.7
1892,1,1892-1-15 00:00:00,1892.0416666666667,jan,-1.8
1892,2,1892-2-15 00:00:00,1892.125,feb,0.5
1892,3,1892-3-15 00:00:00,1892.2083333333333,mar,0.5
1892,4,1892-4-15 00:00:00,1892.2916666666667,apr,7
1892,5,1892-5-15 00:00:00,1892.375,may,12.2
1892,6,1892-6-15 00:00:00,1892.4583333333333,jun,15.1
1892,7,1892-7-15 00:00:00,1892.5416666666667,jul,16
1892,8,1892-8-15 00:00:00,1892.625,aug,18.1
1892,9,1892-9-15 00:00:00,1892.7083333333333,sep,13.8
1892,10,1892-10-15 00:00:00,1892.7916666666667,oct,7.4
